product_name_en,brands,quantity,category,subcategory,labels,ingredients_text_en,energy-kcal_value,fat_value,saturated-fat_value,carbohydrates_value,sugars_value,fiber_value,proteins_value,sodium_value,monounsaturated-fat_value,polyunsaturated-fat_value,trans-fat_value,cholesterol_value,added-sugars_value,off:nova_groups,off:nutriscore_grade,has_gluten,has_milk,has_soybeans,has_nuts,has_mustards,has_peanuts,has_sulphur-dioxide-and-sulphites,has_sesame-seeds,health_score_standard,health_label_standard,health_confidence_standard,health_score_diabetic,health_label_diabetic,health_confidence_diabetic,health_score_hypertension,health_label_hypertension,health_confidence_hypertension,health_score_bodybuilder,health_label_bodybuilder,health_confidence_bodybuilder,health_score_vegan,health_label_vegan,health_confidence_vegan,health_score_vegetarian,health_label_vegetarian,health_confidence_vegetarian,health_score_eggetarian,health_label_eggetarian,health_confidence_eggetarian,health_score_jain,health_label_jain,health_confidence_jain,health_score_pregnancy,health_label_pregnancy,health_confidence_pregnancy,health_score_lactating,health_label_lactating,health_confidence_lactating,health_score_elderly,health_label_elderly,health_confidence_elderly
Kachhi Ghani Mustard Oil Agmark Grade-I,Shahi Pariwar,1 Litre (910g),Oils & Fats,Seed & Nut Oils,"Vegetarian, Green Dot India","Mustard Oil, Vitamin A, Vitamin D",900.0,100.0,5.0,0.0,,,0.0,,,,,,,2.0,unknown,0,0,0,0,0,0,0,0,0.0,amber,high,0.0,amber,high,0.15,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high
Aloo Bhujia,Haldiram'S,200 gm,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Potato, Refined Palmolein Oil, Bengal Gram Hour (Besan), Potato Flakes,Potato Starch Tapioca Starch, Tapary Beans (Moth Dal) Flour, iodised Salt, Red Chilli Powder, Black Salt, Acidity Regulator (INS 330), Black Pepper, Clove, Cardamom, Dried Ginger Powder, Dried Garlic Powder, Refined Sugar, Cumin Powder, Bay Leaves, Nutmeg, Cinnamon and Mint Leaves CONTAINS ADDED NATURAL, NATURE IDENTICAL",569.0,38.12,16.5,46.1,0.25,3.56,8.68,615.0,,,,,,3.0,e,0,0,0,0,0,0,0,0,1.0,green,high,0.499,green,high,1.0,green,high,1.0,green,high,0.7956,green,high,0.7956,green,high,0.7956,green,high,0.7956,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Milk-Ma Whole Wheat Critters,Milk Ma,150g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","WHEAT FLOUR, SUGAR, VEG. SHORTENING, MILK, MIXED SPICES AND GLUCOSE POWDER.",362.0,16.0,0.0,48.0,1.14,1.42,6.28,207.0,,,,,,4.0,c,1,1,0,0,0,0,0,0,1.0,green,high,0.3876,green,high,1.0,green,high,1.0,green,high,0.5561999999999999,green,high,0.5561999999999999,green,high,0.5561999999999999,green,high,0.5561999999999999,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Rice Bran Oil,Energymax,1L,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","Rice Bran Oil, ADD-03 (Permitted Antioxidant E-319, E-330, Permitted Antifoaming Agent E-900a), Vitamin A & Vitamin D.",900.0,100.0,31.0,0.0,0.0,,0.0,0.0,,,,,,4.0,d,0,0,0,0,0,0,0,0,0.0,amber,high,0.0,amber,high,0.9299999999999999,green,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high
Tender Coconut,Amul,67g,Dairy,Dairy Desserts,"Vegetarian, Green Dot India","Milk solids, sugar, stabilizers (407, 466, 415, 412), coconut pieces (35%), water",159.0,8.9,4.8,17.2,17.0,,2.6,32.0,,,0.3,26.0,13.5,4.0,d,0,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,0.8620000000000001,green,high,0.8620000000000001,green,high,0.8620000000000001,green,high,0.8620000000000001,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Almonds Roasted And Salted,Provmini,18g,Nuts & Seeds,Raw Nuts,"Vegetarian, Green Dot India","Almond kernels, Edible common salt",115.4,9.8,1.6,3.1,0.7,2.3,3.8,93.8,,,,,,3.0,c,0,0,0,1,0,0,0,0,1.0,green,high,0.32199999999999995,green,high,1.0,green,high,1.0,green,high,0.409,green,high,0.409,green,high,0.409,green,high,0.409,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Eastern Chilli Powder,Eastern,250g,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India",Chilli,,,,,,,,,,,,,,1.0,not-applicable,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Ragi Flour,Vijay Gold,1 kg,Staples & Grains,Breakfast Cereals & Muesli,"No gluten, Vegetarian, Green Dot India",Ragi Flour,354.4,1.48,,77.83,0.5,19.5,7.44,,,,,,,,unknown,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Jodhpuri Jeera,,,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Yippee Noodles Magic Masala,Sunfeast,,Staples & Grains,Noodles & Vermicelli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
First Crop Corn Flakes,"First Crop,Vishal",500g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","Corn Grits, Sugar, Malt extract, Iodised Salt,Antioxidant",,,,,,,,,,,,,,3.0,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Ragi Malt,Manna,200 g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","Sugar, Ragi (25%), Milk Solids (20%), Maltodextrin, Barley Malt extract, Cardamom CONTAINS PERMITTED NATURAL COLOUR - BETA CAROTENE (INS 160a (iii))",58.0,0.2,0.1,13.0,11.0,,1.2,17.0,,,0.0,0.0,8.6,4.0,c,1,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,0.524,green,high,0.524,green,high,0.524,green,high,0.524,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Pro Muesli,Kellogg'S,500g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","Multigrain (62.9%) Mix {Wheat (24.9%), Corn Grits (13.1%), Rice (8.4%), Rolled Barley (5%), Rolled Oats (5%), Ragi Millet Flour (2.6%), Moon Dal Flour (2%), Rice Flour, Corn Meal, Refined Wheat Flour (Maida)}, Seeds (8%), Pumpkin Seeds (4%), Flax Seeds (3%), Chia Seeds (8%), Candied & Dry Fruits (11%) {Candied Papaya (3%), Candied Cranberry (3%), Raisin (5%)}, Sugar, Soy Protein Isolate (6%), Cereal Extract, Wheat Bran, Iodized Salt, Viatmins, Colour (INS 140), Flavour {Artifical (Coconut)}, Antioxidants (INS 320, INS 307b) And Minerals.",385.0,5.0,1.0,74.4,20.0,,14.0,180.0,,,,,15.0,4.0,d,1,0,1,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Oats With Flavour Mix,Quakers,200g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","Rolled Oats. Homestyle Masala Flavour Mix (3 sachets) - *Seasoning (lodised Salt, Sugar, *Spices & Condiments, Maize Flour, Tomato Powder, Flavour (Natural & Nature Identical Flavouring Substances), Acidity Regulators (330, 296), Anticaking Agent (551), Flavour Enhancer (635)). 6% 4% 0% 1921 mg 47% &quot;Approximate Values 8% ROLLED OATS AND SEASONING Tangy Tomato Flavour Mix (1 sachet) - Seasoning (Sugar, lodised Salt, Maltodextrin, *Spices & Condiments, Flavour (Natural & Nature Identical Flavouring Substances), Hydrolysed Vegetable Protein, Tomato Powder, Flavour Enhancers (627 631), Anticaking Agent (551), Edible vegetable Oil (Palm, Sunflower), Stabiliser (414), Antioxidant (320)).",407.0,9.5,1.9,69.7,1.8,10.0,11.8,9.5,,,,,,4.0,a,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Parota,Ammamma'S Easy2Cook,400 g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","Refined Wheat Flour, RO Purified Water, Refined Sunflower Oil, Salt, Sugar, Permitted Emulsifiers (E412, E471, E481) and Preservatives (E202, E-262)",277.0,2.9,,50.42,1.3,9.7,10.24,590.0,,,,,,4.0,unknown,1,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Craze Coffee Marie,Craze,125g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP, NATURAL COFFEE POWDER, MILK PRODUCTS (MILK SOLIDS & SWEETENED CONDENSED PARTLY SKIMMED MILK), RAISING AGENTS (5030 & 500(i)), IODIZED SALT, NATURE IDENTICAL & ARTIFICIAL (MILK & VANILLA) FLAVOURING SUBSTANCES, EMULSIFIER (472) CALCIUM SALT AND DOUGH CONDITIONER (223), CARAMEL DS 150.",445.0,10.7,5.2,78.9,21.9,,8.4,319.0,,,,,20.0,4.0,e,1,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Thirumala Cow Ghee,Thirumala,"1000ml, 910g",Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,2.0,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Ayush Cane Jaggery Powder,Vvd,500 g,Ingredients,Sugars & Sweeteners,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
5050,Britannia,38g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Maida,First Crop,500,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Rajma Red,First Crop,500,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Tropicana Guava Delight,Tropicana,,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Nescafe Classic,Nescafé,,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Rev,Bisleri,160 ml,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Moong Papad,Lijjat,,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Shots,Cadbury,18 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Sugar, Hydrogenated Oils, Lactose-Rich Deproteinized Whey Permeate Powder, Cocoa solids, Emulsifiers (442, 476), Stabilizer (414), Maltodextrin, Glazing Agent (903), Flavours (Natural, Nature identical and Artificial (Caramel and Vanilla) Flavouring Substances), Colours (102, 133, 122, 110).",473.0,18.2,18.0,76.2,71.9,,2.1,100.0,,,0.2,0.0,61.5,4.0,e,1,1,0,0,0,0,1,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Sat-Isabgol,Laxmi Brand,50 g,Health & Nutrition,Dietary Supplements,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Iodised Salt,Patanjali,1 kg,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India","Edible Common Salt, Potassium lodate and Anticaking Agent (INS 551, INS 536)",0.0,0.0,,0.0,,,0.0,38700.0,,,,,,4.0,not-applicable,0,0,0,0,0,0,0,0,1.0,green,high,0.0,amber,high,1.0,green,high,1.0,green,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,1.0,green,high,1.0,green,high,1.0,green,high
Guruvayoor Special Pappadam,Kanchana,300 g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Pepper Pappadam,Guruvayoor,80 g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Mulak Pappadam,Rohini,80 g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Aanamark Pappadam,Guruvayoor,200 g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Aanamark Pappadam,Guruvayoor,120 g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Curd Chilly,Kanchana,100 g,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,not-applicable,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Pavakka Vattal,Kanchana,100 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Rice Pappad,Kanchana,100 g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Lime Pickle,Lovely,500 g,Condiments,Chutneys & Pickles,"Vegetarian, Green Dot India","Lime Pieces, Salt, Chilli Powder, Turmeric, Ginger, Fenugreek, Mustard, Garlic, Sesame Oil (Gingelly oil), Sugar, Asafoetida, Synthetic Vinegar. CONTAINS PERMITED CLASS II PRESERVATIVE, SODIUM BENZOATE.",,,,,,,,,,,,,,3.0,d,0,0,0,0,1,0,0,1,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Garlic Pickle,Double Horse,200 g,Condiments,Chutneys & Pickles,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Hot & Sweet Lime Pickle,Grandma'S,400 g,Condiments,Chutneys & Pickles,"Vegetarian, No preservatives, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Garlic Pickle,Grandma'S,400 g,Condiments,Chutneys & Pickles,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Dates Pickle,Double Horse,200 g,Condiments,Chutneys & Pickles,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Amla Health Juice,Zandu,1 l,Health & Nutrition,Dietary Supplements,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Aloe Vera Health Juice,Zandu,500 ml,Health & Nutrition,Dietary Supplements,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Cookie Cream Protein Shake,Epigamia,25 g,Health & Nutrition,Dietary Supplements,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Sliced Black Olives,Romera,440 g,Condiments,Chutneys & Pickles,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Pizza And Pasta Sauce,Del Monte,400 g,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Snickers,Mars,12g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Sugar, Milk Solids,  Cocoa Butter, Cocoa Solids, Edible vegetable fats &lt; 5% (Sal fat, Palm oil), Dextrose, Emulsifier (E322); Liquid Glucose, Peanuts (14%), Sugar, Hydrogenated vegetable oil (Palm oil), Milk Solids, Iodized Salt, Cocoa Butter, Cocoa Solids, Edible vegetable fats &lt; 5% (Sal fat, Palm oil), Dextrose, Emulsifier (E322).",477.0,22.65,10.2,61.0,55.9,,7.2,231.0,,,0.11,5.58,50.3,4.0,e,0,1,0,0,0,1,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Roasted & Salted Pistachios,Snactac,30 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Roasted & Salted Cashews,Snactac,36 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Besan Ladoo,Snactac,200 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Guruvayoor Kutty Pappadam,Kanchana,50,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Nutrifit Probiotic Dahi,Mother Dairy,,Dairy,Yogurt & Fermented Dairy,"Vegetarian, Green Dot India","Double Toned Milk, Water, Milk Solids, Vitamins A and D, and Active Lactic Culture with probiotics (Lactobacillus acidophilus (LA-5)&Bacteri animalis subop. lactis (BB-12)),",50.0,1.5,1.0,5.2,5.2,,3.9,54.2,,,,1.7,,3.0,a,0,1,0,0,0,0,0,0,1.0,green,high,0.637,green,high,1.0,green,high,1.0,green,high,0.48100000000000004,green,high,0.48100000000000004,green,high,0.48100000000000004,green,high,0.48100000000000004,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Toned Milk A+,Nestlé,1000 ml,Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India",Milk,60.0,3.1,2.4,5.0,4.1,,3.1,,,,,,,1.0,unknown,0,1,0,0,0,0,0,0,0.43199999999999994,green,high,0.5029999999999999,green,high,0.16499999999999998,amber,high,0.433,green,high,0.38099999999999995,green,high,0.38099999999999995,green,high,0.38099999999999995,green,high,0.38099999999999995,green,high,0.49399999999999994,green,high,0.422,green,high,0.36,green,high
Madhusudan Homogenized Toned Milk,Madushudan,,Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India",Milk,,,,,,,,,,,,,,1.0,b,0,1,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Kitkat,Nestlé,18.5g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Sugar, Milk solids (16.2%), Fractionated vegetable fat, Hydrogenated vegetable fats, Refined Wheat flour (Maida), Cocoa solids (4.5%), Emulsifier (Soya lecithin), Yeast, Raising agent (500)). Artificial (Vanilla) flavouring substance, Iodised salt, Flour treatment agent (516) and Nature-Identical flavouring substance.",,,,,,,,,,,,,,4.0,unknown,0,1,1,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Mango Pickle,Lovely,500g,Condiments,Chutneys & Pickles,"Vegetarian, Green Dot India","Mango Pieces, Salt, Chilli Powder, Sesame Oil (Gingelly Oil), Mustard, Fenugreek, Asafoetida, Synthetic Vinegar. CONTAINS PERMITED CLASS II PRESERVATIVE. SODIUM BENZOATE.",,,,,,,,,,,,,,3.0,e,0,0,0,0,1,0,0,1,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
