product_name_en,brands,quantity,category,subcategory,labels,ingredients_text_en,energy-kcal_value,fat_value,saturated-fat_value,carbohydrates_value,sugars_value,fiber_value,proteins_value,sodium_value,monounsaturated-fat_value,polyunsaturated-fat_value,trans-fat_value,cholesterol_value,added-sugars_value,off:nova_groups,off:nutriscore_grade,has_gluten,has_milk,has_soybeans,has_nuts,has_mustards,has_peanuts,has_sulphur-dioxide-and-sulphites,has_sesame-seeds,health_score_standard,health_label_standard,health_confidence_standard,health_score_diabetic,health_label_diabetic,health_confidence_diabetic,health_score_hypertension,health_label_hypertension,health_confidence_hypertension,health_score_bodybuilder,health_label_bodybuilder,health_confidence_bodybuilder,health_score_vegan,health_label_vegan,health_confidence_vegan,health_score_vegetarian,health_label_vegetarian,health_confidence_vegetarian,health_score_eggetarian,health_label_eggetarian,health_confidence_eggetarian,health_score_jain,health_label_jain,health_confidence_jain,health_score_pregnancy,health_label_pregnancy,health_confidence_pregnancy,health_score_lactating,health_label_lactating,health_confidence_lactating,health_score_elderly,health_label_elderly,health_confidence_elderly
Turmeric Powder,Aashirvaad,100g,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India",Turmeric Powder,,,,,,,,,,,,,,1.0,not-applicable,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Coriander Powder,Zoff,,Spices & Herbs,Ground Spices,"Vegetarian, No preservatives, Green Dot India",Coriander,,,,,,,,,,,,,,1.0,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Protein Minis,Yoga Bar,,Health & Nutrition,Dietary Supplements,"Vegetarian, Green Dot India",,397.0,12.8,8.5,58.0,28.9,15.0,20.0,160.0,2.4,1.9,0.0,9.0,16.4,,not-applicable,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Masala Sev Murmura,Haldiram'S,,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India, Pm",,535.0,30.2,,57.34,,,8.4,509.0,,,,,,,unknown,0,0,0,0,0,0,0,0,1.0,green,high,0.252,green,high,1.0,green,high,1.0,green,high,0.588,green,high,0.588,green,high,0.588,green,high,0.588,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Mcvitie'S Digestive,Mcvitie'S,959.1g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Refined Wheat Flour (Maida) (50.5%), Wheat Flour (Atta) (18.3%), Edible Vegetable Oil(Palm Sugar, Wheat Bran(3.1%)), Invert Sugar Syrup. Raising Agents [INS 500 (ii), INS 503 (ii), INS 450(i)], lodised Salt, Malt Extract, Emulsifiers (INS 322, INS 472e). Acidity Regulator (INS 296), Dough Conditioner. (INS 223)",475.0,18.2,8.8,69.8,17.6,6.4,7.8,523.0,7.3,2.2,,,,4.0,e,1,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Yoga Bar Breakfast Protein Bar,Yogabar,50g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Whole Grains 34.5% (Rolled Oats 15%, Millets 16% (Samai Flakes, Jowar Flakes), Rice Flakes), Dark Chocolate Paste 16% (Sugar, Edible Vegetable Fat, Cocoa Solids, Soy Lecithin & Natural Flavours), Fructo oligosaccharides, Honey, Seeds 8.5% (Sesame, Pumpkin, Chia 2%, Flax), Dry Fruits & Nuts 7.5% (Raisins 6%, Almond Dices), Rice Crispy, Cocoa Powder, Cocoa Mass, Glycerine, Acacia Gum, Choco Chips, Natural Flavours, Himalayan Pink Salt.",202.0,6.3,2.2,34.5,14.0,5.5,4.5,60.0,2.3,1.8,,,8.8,4.0,not-applicable,0,0,1,0,0,0,0,1,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Natureland Organics Barley Dalia,Natureland,500Gm,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",BARLEY,406.0,10.4,2.3,67.0,5.2,10.0,11.0,,,,,,,1.0,unknown,1,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,0.799,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Tomato Ketchup,The True Tomato,,Condiments,Sauces & Ketchup,"Vegetarian, No artificial flavors, No preservatives, Green Dot India","1940gm Tomatoes in 1 kg Ketchup, Desi Khand 14% Onion 22% Salt 1.1%, Vinegar 1%, Ginger 0.3%, 0.3% of (Cumin Garlic 0.2%, Chilli 0.05%, Sweet potato 0.015",,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Milk Rusk,Trdp Mario,120g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","REFINED WHEAT FLOUR (MAIDA), SUGAR, EDIBLE VEGETABLE OIL (REFINED PALM OIL), SEMOLINA (WHEAT), YEAST, MILK SOLIDS (3%), INVERT SYRUP, MALT EXTRACT, IODIZED SALT, WHEAT FIBER, EMULS - IFIER (471, 472e & 481 (i)), ANTIOXIDANT (300) & FLOUR TREATMENT AGENTS 1100(i). CONTAINS ADDED FLAVOUR [NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES (MILK & VANILLA)].",395.0,10.5,5.0,67.0,25.0,1.5,7.0,226.0,,,0.0,3500.0,24.0,4.0,d,1,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Balaji Wafers Crunchex,Balaji,32g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","POTATO (84%), EDIBLE VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWINGS: PALMOLEIN, GROUNDNUT), **SEASONING [SUGAR, MALTODEXTRIN, SALT, SPICES & CONDIMENTS (CHILLI (0.5%), PEPPER), DEHYDRATED VEGETABLE POWDER (ONION, GARLIC, TOMATO), BLACK SALT, ACIDITY REGULATOR (INS 330, INS 296, INS 334), MILK SOLIDS (0.1%), HYDROLYZED VEGETABLE PROTEIN SOYA), ANTICAKING AGENT (INS 551), FLAVOUR ENHANCER (INS 627, INS 631) FLAVOUR (NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES), PAPRIKA EXTRACT (INS 160C), STABILIZER (INS 340), EMULSIFIER (INS 470)]",545.0,30.7,14.4,55.0,3.8,9.3,7.5,0.967,,,,,,4.0,d,0,1,0,0,0,1,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Anand Murukku,"Anand, Jolliz",,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Anand Methi Matthi,"Anand, Jolliz",,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Anand Jolliz Dal Muth,"Anand, Jolliz",,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Anand Jolliz Bhakharwadi,"Anand, Jolliz",,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Brooke Bond  Taj Mahal Tea,Brooke Bond,,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Wicked Noodle,Wicked Gud,69 g,Staples & Grains,Noodles & Vermicelli,"Vegetarian, Green Dot India","Instant Noodles: Whole Wheat Flour 65.9%, Split Moong Beans Flour (Moong Dal) 8%, Oats Flour 6%, Brown Rice Flour 5.5%, Gluten, Tapioca Starch, Jowar Flour, Salt, Stabilizer (Xanthan Gum)  Spices & condiments (Onion, Garlic, Cumin, Coriander, Turmeric, Chilli), Sugar, Iodised salt, Hydrolysed Vegetable Protein (Soya), Corn Starch, Dehydrated Vegetable (Carrot, Peas), Yeast extract powder, Flavour enhancer (INS 627, INS 631), Tomato powder, Tamarind powder, Milk Solids, (Natural & Nature Identical) flavouring substances, Anticaking agent (Silicon Dioxide), Acidity regulator (citric acid), Natural Colour (INS 150d), Thickener (Guar Gum, Xanthan Gum). CONTAINS PERMITTED NATURAL COLOUR (INS 150d) & ADDED FLAVOURS (NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES)",362.4,71.3,0.3,71.3,2.0,9.09,15.9,728.7,,,,,1.0,4.0,unknown,1,1,1,0,0,1,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Dr Oetker Funfoods Veg Mayonnaise,Dr Oetker Funfoods,,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India","Refined Soyabean Oil, Water, Sugar, Milk Solids, lodised Salt, Lemon Juice, Emulsifiers and Stabilizers (INS415, INS1442), Acidity Regulators (INS260, INS330), Preservatives (INS211, INS202), Antioxidant (INS319).",502.2,51.8,9.2,8.6,7.3,,0.5,710.5,,,,,,4.0,e,0,1,1,0,0,0,0,0,1.0,green,high,0.745,green,high,1.0,green,high,1.0,green,high,0.327,green,high,0.327,green,high,0.327,green,high,0.327,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Mini Toast Classic,Lite Bite,,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Raw Pressery Protein Milkshake Choco Mint,Raw Pressery,,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,167.9,0.6,0.4,23.9,15.3,8.6,17.6,80.10000000000001,,,0.01,10.0,0.0,,c,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Dark Soya Sauce,Master Chow,210 g,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India","water, sugar, iodized salt, soyabean powder (1%), natural colour (150c(ii)), vegetable protein, garlic powder, mixed spices ,  condiments, acidity regulator (INS260), 1-4% preservative (INS211)",,,,,,,,,,,,,,4.0,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Sunflower Oil,Gold Drop,1l,Nuts & Seeds,Seeds & Seed Mixes,"Vegetarian, Green Dot India",Refined Sunflower oil,,,,,,,,,,,,,,2.0,c,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Tandoori Mayo,Wingreens Farms,180g,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India","Water, Refined Sunflower Oil, Sugar, Thickeners (INS 1442 & INS 415), Iodized Salt, Milk Solids, Mixed Spices, Acidity Regulators (INS 260, INS 270 & INS 330), Mustard Powder, Lemon Juice, Preservatives (INS 202 & INS 211), Antioxidant (INS 386), Natural Flavouring Substances Allergen Declaration: Contains Milk. May Contains Soy",281.0,24.4,2.2,14.4,8.1,,1.0,653.6999999999999,,,0.5,0.31,8.1,4.0,d,0,1,1,0,1,0,0,0,1.0,green,high,0.8400000000000001,green,high,1.0,green,high,1.0,green,high,0.394,green,high,0.394,green,high,0.394,green,high,0.394,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Eastern Meat Masala,Eastern,100 g,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India","Coriander, Chilli, Fennel, Iodized Salt (7.15%), Gram Dal, Turmeric, Kashmir Chilli, Cumin, Mustard, Black Pepper, Garlic, Cinnamon, Curry Leaf, Fenugreek, Nutmeg, Cardamom, Clove, Star Anise.",,,,,,,,,,,,,,3.0,not-applicable,0,0,0,0,1,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Veeba  Peanut Butter,Veeba,340g,Pulses & Legumes,Lentils & Dals,"Vegetarian, Vegan, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Hershey'S Cookies 'N' Creme Flavor Milk Shake,Hershey'S,180 ml,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Dairy Milk Silk Minis,Cadbury,153 g,Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India",,543.0,31.4,21.5,58.5,55.3,,7.6,125.0,,,0.1,26.700000000000003,45.0,,e,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Paneer,Milky Mist,500g,Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India",Milk Solids & Vinegar.,,,,,,,,,,,,,,3.0,a,0,1,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Bounce Orange Cream Biscuit,Sunfeast,62g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Peanut Butter - Crunchy,Disano,924g,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India","Roasted Peanuts (91%), Sugar, Stabilizer (INS471), lodised Salt.",612.5,49.0,9.0,19.0,9.0,4.2,26.0,132.5,,,0.0,,6.0,4.0,c,0,0,0,0,0,1,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Shresth Papad (250Gm),Shresth,250 g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","Urad Dal Flour, Moong Dal Flour, Water, lodized Salt, Black Pepper, Papad Khar, Edible Oil, Asafoetida & Others Spices.",,,,,,,,,,,,,,1.0,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Bikaji Kaju Kismis Mix,Bikaji,,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Huile Végétale Comestible (Huile De Palmoléine, Huile De Coton), Gramme Vert Cassé (18%), Farine De Gramme, Bâtonnets De Pomme De Terre (5%), Lentilles Entières (5%), Noix De Cajou (5%), Raisins Secs (5%), Graines De Concombre Sèches (4%), Flocons De Riz (3%), Épices Et Condiments Moulus (Sel lodé, Piment Rouge, Curcuma (Colorant Et Épices), Gingembre, Poivre Noir, Cardamome, Clou De Girofle, Poudre D'épinards, Asafoetida, Mangue Sèche, Cannelle, Muscade)",,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Biscott,Unibic,250g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,470.0,18.0,10.5,71.0,30.0,,6.0,240.0,6.1,1.4,0.0,0.0,29.2,,e,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Mtr Khatta Meetha Poha 60G,Mtr,60g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Medjoul Dates,Popular,500g,Fruits,Dried Fruits,"Vegetarian, Green Dot India",Dates,325.0,0.39,0.18,73.8,56.6,8.97,6.5,7.21,,,,,,1.0,c,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Nestle Cerelac Wheat Apple Carrot,Nestlé,300 g,Staples & Grains,Breakfast Cereals & Muesli,"Low or no sugar, Vegetarian, Halal, No preservatives, Green Dot India, No sugar","Wheat flour (Atta) (58%), Milk solids (31.8%), Apple juice concentrate (11.4%), Soyabean oil, Carrot juice concentrate (1.1%), Minerals, Vitamins and Enzyme (Alpha amylase). Allergen Note: Contains Wheat and Milk. May contain Barley and Oats.",427.0,12.5,5.5,65.0,20.0,3.0,15.0,110000.0,2.2,3.2,0.08,10.0,0.0,3.0,not-applicable,1,1,1,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Tofu,Soyamrut,200g,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India",,153.0,4.9,0.7,4.4,,,22.9,70.0,,,0.0,0.0,0.0,,unknown,0,0,0,0,0,0,0,0,1.0,green,high,0.6869999999999999,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Mixed Fruit Delight,Tropicana,180 ml,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India","WATER, SUGAR, *CONCENTRATED MIXED FRUIT JUICE 6.1% (FROM APPLE, MANGO, GUAVA, ORANGE, BANANA, APRICOT, PEACH), ACIDITY REGULATOR (330), STABILIZERS (466, 440), IODISED SALT, FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES), SWEETENER (960a), COLOUR (160a(i)).",42.0,0.0,0.0,10.5,10.2,0.0,0.0,25.0,,,0.0,,6.9,4.0,e,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,0.40800000000000003,green,high,0.40800000000000003,green,high,0.40800000000000003,green,high,0.40800000000000003,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Classic Salted Peanuts,Haldiram'S,,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India","Peanuts (89%), Edible Vegetable Oil (Palmolein, cotton Seed, Rice Bran) and lodised Salt (1.6%).",610.0,48.0,24.0,18.5,0.5,,26.0,730.0,,,,,,3.0,e,0,0,0,0,0,1,0,0,1.0,green,high,0.8300000000000001,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Whey,Gold Standard,2.5kg,Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India","Protein Blend (93%) (Whey Protein Isolate, Whey Protein Concentrate, Hydrolysed Whey Protein) (Emulsifier: INS 3221), Cocoa Powder (Processed With Alkali), Artificial Flavours (Chocolate, Vanilla), Sweetener (INS 950).",117.0,1.0,0.5,3.0,,,24.0,50.0,,,0.0,45.0,,4.0,not-applicable,0,1,0,0,0,0,0,0,1.0,green,high,0.72,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Saffola Peanut Butter Crunchy,Saffola,,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India","Roasted Peanuts (84%)~, Cane Jaggery Powder (13%), Stabilizer (INS 471), Hydrogenated Soyabean Oil, lodised Salt, Natural and Nature-Identical Flavouring Substance.",,,,,,,,,,,,,,4.0,unknown,0,0,1,1,0,1,1,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Sunfeast  Yeppi  Noodles,Sunfeast,280g,Staples & Grains,Noodles & Vermicelli,"Vegetarian, Green Dot India","Instant Noodles: Refined Wheat Flour (Maida), Refined Palm Oil, lodized Salt, Wheat Gluten, Thickeners (INS 508, INS 412), Stabilizers [INS 170(i), INS 339(ii), INS 450(iii) and INS 45200)) and Acidity Regulators [INS 501(i), INS 500(i) and INS 330]. Seasoning: Main Masala Mix: Spices and Condiments (22.3%) [Garlic, Red Chilli (3.1%), Coriander (2.1%), Aniseed, Ginger, Cumin, Black Pepper, Cassia, Cardamom, Nutmeg and Clove], Onion Powder, Instant Noodle Powder (Refined Wheat Flour (Maida), Refined Palm Oil, lodized Salt and Wheat Gluten), lodized Salt, Sugar, Hydrolyzed Vegetable Protein, Maltodextrin, Fat Powder, Flavour Enhancers (INS 627, INS 631), Starch, Yeast Extract, Natural Flavours and Natural Flavouring Substances, Nature Identical Flavouring Substances, Dairy Whitener (Milk Solids, Sugar), Anticaking Agent (INS 551), Acidity Regulator (INS 330) and Refined Sunflower Oil. Mood Masala Mix: Spices and Condiments (25.4%) [Garlic, Red Chilli (3.8%), Ginger, Coriander (2.0%), Black Pepper, Aniseed, Cumin, Cassia and Cardamom), Onion Powder, Sugar, Instant Noodle Powder (Refined Wheat Flour (Maida), Refined Palm Oil, lodized Salt and Wheat Gluten), lodized Salt Dairy Whitener (Milk Solids, Sugar), Hydrolyzed Vegetable Protein, Starch, Fat Powder, Maltodextrin, Flavour Enhancers (INS 627, INS 631) Na ture identical Flavouring Substances, Yeast Extract, Anticaking Agent (INS 551), Natural Flavours and Natural Flavouring Substances and Acidity Regulator (INS 330)",448.0,18.6,9.6,62.5,3.6,,9.6,1485.3,,,,,,4.0,unknown,1,1,0,0,0,0,0,0,1.0,green,high,0.648,green,high,1.0,green,high,1.0,green,high,0.8160000000000001,green,high,0.8160000000000001,green,high,0.8160000000000001,green,high,0.8160000000000001,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Maggi Cheesy Tomato,Maggi,68.5,Staples & Grains,Pasta & Macaroni,"Vegetarian, Green Dot, Green Dot India","MA ##MACARONI (PASTA) Semolina (100%) [from Wheat]. CHEESY TOMATO *TASTEMAKER® Milk and sugar blend mix (Milk solids & Sugar), Sugar, Dehydrated tomato paste solids {Tomato paste (13.7%), Anticaking agent (551) & lodised salt), lodised salt, Mixed spices (Dehydrated onion, Dried garlic, Roasted garlic, Cumin powder, Red chilli, Capsicum extract, Black pepper, Coriander extract & Cumin extract), Dehydrated Green bell pepper (7.1%), Maltodextrin, Edible starch, Cheese powder (Cheese (3%) & Maltodextrin), Potato flakes (Potato, Margarine, lodised salt, Emulsifier (471) & Turmeric), Palm oil, Thickener (508), Flavour enhancer (635), Oregano bits and Acidity regulator (296).",339.0,2.1,1.4,69.8,7.6,4.2,10.3,1218.0,,,,,,4.0,e,1,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Pazzta Masala Penne,Maggi,69.5 g,Staples & Grains,Pasta & Macaroni,"Vegetarian, Green Dot, Green Dot India","Semolina (Wheat) (100%). MASALA #TASTEMAKER® ● Creative visualization. Refer pack for more details Mixed spices (21.7%) (Dehydrated onion, Toasted onion flakes, Coriander powder, Roasted garlic flake Aniseed powder, Turmeric powder, Dehydrated coriander leaves, Cumin powder, Garlic powder, Red chilli powder, Black pepper powder, Fenugreek powder, Ginger powder, Capsicum extract, Clove powde Green cardamom powder, Nutmeg powder, Coriander extract and Cumin extract), Milk solids, Sugar lodized salt, Starch, Dehydrated Green peas (67%), Flavour enhancer (635), Palm oil, Yeast extract powder, Thickener (508), Colour (150d) and Acidity regulator (330). Contains Wheat & Milk. May contains Mustard & Soy.",279.0,2.0,1.5,58.0,6.9,3.5,8.9,803.0,,,,,,4.0,c,1,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
